agent_seed,best_validation_return,final_moving_average,training_seconds,checkpoint
0,-0.47501834886885264,-0.48152620152433395,140.31505087506957,checkpoints/dqn_seed0.pt
1,-0.4752147260770448,-0.4804673902512366,134.3158976669656,checkpoints/dqn_seed1.pt
2,-0.47513891602713443,-0.47074145211719104,138.82935100002214,checkpoints/dqn_seed2.pt
