agent_seed,objective_mean,objective_ci_low,objective_ci_high,relative_vs_greedy_pct,win_rate_vs_greedy,p_value_vs_greedy,memory_violations
0,0.4564268806278253,0.4508327767480734,0.4620209845075772,-0.35438211457898333,0.24666666666666667,0.002225355721768699,0
1,0.45661515559389576,0.4509990278333923,0.4622312833543992,-0.31736106801474395,0.27,0.06948975643490722,0
2,0.4564672189907061,0.45086306369431817,0.462071374287094,-0.34758059136541863,0.3,0.009255530845286863,0
